Rk;Jogador;Equipe;Minutos jogados;Taxa de acerto total;Pontos de 3 convertidos;Pontos de 3 tentados;Taxa de acerto de 3 pontos;Rebotes;Assistencias;Pontos por jogo
251;Jose Alvarado;NOP;18.4;.412;1.4;3.7;.377;2.3;2.1;7.1
252;Naji Marshall;NOP;19.0;.463;0.9;2.3;.387;3.6;1.9;7.1
253;Landry Shamet;WAS;15.8;.431;1.2;3.4;.338;1.3;1.2;7.1
254;James Wiseman;DET;17.3;.613;0.0;0.0;.000;5.3;0.9;7.1
255;Vasilije Micić;2TM;19.6;.430;0.7;2.6;.279;1.5;4.4;7.0
255;Vasilije Micić;OKC;12.0;.407;0.4;1.5;.244;0.8;2.5;3.3
255;Vasilije Micić;CHO;27.2;.437;1.1;3.6;.294;2.1;6.2;10.8
256;Jordan Nwora;2TM;13.7;.462;0.8;2.5;.336;2.9;1.2;7.0
256;Jordan Nwora;IND;10.2;.451;0.6;2.0;.306;1.8;1.0;5.2
256;Jordan Nwora;TOR;15.6;.465;1.0;2.8;.347;3.4;1.3;7.9
257;Quentin Grimes;2TM;20.1;.372;1.6;4.7;.338;2.0;1.3;7.0
257;Quentin Grimes;NYK;20.2;.395;1.7;4.7;.363;2.0;1.2;7.3
257;Quentin Grimes;DET;19.2;.214;0.7;4.7;.143;2.0;2.3;5.3
258;Javon Freeman-Liberty;TOR;18.3;.444;0.5;1.9;.238;3.2;1.8;7.0
259;Evan Fournier;2TM;18.1;.357;1.0;4.1;.254;1.8;1.5;6.9
259;Evan Fournier;NYK;13.0;.200;0.7;5.0;.133;1.3;1.0;4.0
259;Evan Fournier;DET;18.7;.373;1.1;4.0;.270;1.9;1.6;7.2
260;Gary Harris;ORL;24.0;.441;1.4;3.8;.371;1.7;1.6;6.9
261;Killian Hayes;DET;24.0;.413;0.5;1.8;.297;2.8;4.9;6.9
262;Bones Hyland;LAC;14.6;.386;1.2;3.6;.326;1.5;2.5;6.9
263;Mãozinha Pereira;MEM;17.4;.514;0.7;1.9;.385;5.3;0.3;6.9
264;Trendon Watford;BRK;13.6;.527;0.4;1.1;.397;3.1;1.3;6.9
265;Aaron Wiggins;OKC;15.7;.562;0.8;1.6;.492;2.4;1.1;6.9
266;Christian Wood;LAL;17.4;.466;0.7;2.3;.307;5.1;1.0;6.9
267;Trey Jemison;2TM;22.9;.551;0.0;0.0;;5.4;1.1;6.8
267;Trey Jemison;WAS;0.5;;0.0;0.0;;0.5;0.0;0.0
267;Trey Jemison;MEM;24.9;.551;0.0;0.0;;5.8;1.2;7.4
268;Julian Champagnie;SAS;19.8;.408;1.4;3.7;.365;2.8;1.4;6.8
269;Jonathan Isaac;ORL;15.8;.510;0.7;1.9;.375;4.5;0.5;6.8
270;Cedi Osman;SAS;17.6;.479;1.2;3.1;.389;2.5;1.7;6.8
271;Day'Ron Sharpe;BRK;15.1;.571;0.1;0.2;.267;6.4;1.4;6.8
272;Cason Wallace;OKC;20.6;.491;1.2;2.9;.419;2.3;1.5;6.8
273;Robert Williams;POR;19.8;.654;0.0;0.0;;6.3;0.8;6.8
274;Dāvis Bertāns;2TM;15.7;.393;1.8;4.7;.380;1.4;0.8;6.7
274;Dāvis Bertāns;OKC;6.1;.385;0.7;1.6;.417;0.7;0.6;2.9
274;Dāvis Bertāns;CHO;20.8;.394;2.4;6.3;.375;1.8;0.9;8.8
275;Jahmi'us Ramsey;TOR;17.3;.439;0.9;3.1;.273;3.1;1.1;6.7
276;Peyton Watson;DEN;18.6;.465;0.6;1.9;.296;3.2;1.1;6.7
277;Amir Coffey;LAC;20.9;.472;1.0;2.6;.380;2.1;1.1;6.6
278;Aaron Holiday;HOU;16.3;.446;1.1;2.8;.387;1.6;1.8;6.6
279;Dennis Smith Jr.;BRK;18.9;.435;0.6;1.9;.294;2.9;3.6;6.6
280;Chimezie Metu;2TM;16.8;.504;0.5;1.8;.298;3.8;0.9;6.5
280;Chimezie Metu;PHO;12.1;.508;0.4;1.4;.294;3.0;0.5;5.0
280;Chimezie Metu;DET;29.4;.500;0.9;3.1;.302;6.0;1.9;10.5
281;Jordan Goodwin;2TM;18.5;.369;0.7;2.5;.298;4.4;2.7;6.5
281;Jordan Goodwin;PHO;14.0;.389;0.6;2.0;.288;2.9;2.0;5.0
281;Jordan Goodwin;MEM;29.2;.349;1.1;3.6;.311;8.0;4.5;10.0
282;David Roddy;2TM;18.1;.403;0.7;2.5;.293;3.2;1.2;6.5
282;David Roddy;MEM;23.2;.402;1.0;3.3;.301;4.2;1.6;8.4
282;David Roddy;PHO;3.7;.435;0.1;0.5;.125;0.6;0.2;1.3
283;David Duke Jr.;SAS;12.8;.556;0.8;1.5;.500;2.5;1.3;6.5
284;Jeff Green;HOU;16.8;.456;0.7;2.1;.331;2.3;0.9;6.5
285;Isaiah Jackson;IND;13.1;.665;0.0;0.1;.000;4.0;0.8;6.5
286;Marcus Morris;2TM;16.7;.439;1.0;2.4;.403;2.7;0.7;6.4
286;Marcus Morris;PHI;17.2;.439;1.0;2.4;.400;2.9;0.7;6.7
286;Marcus Morris;CLE;15.0;.441;1.0;2.4;.414;2.1;0.8;5.8
287;Kyle Anderson;MIN;22.6;.460;0.1;0.6;.229;3.5;4.2;6.4
288;Chris Boucher;TOR;14.1;.507;0.6;1.9;.330;4.1;0.5;6.4
289;Jared Butler;WAS;14.2;.488;0.6;2.0;.308;1.5;3.2;6.3
290;Bruno Fernando;ATL;15.2;.583;0.0;0.1;.000;4.3;1.0;6.3
291;Daniel Theis;2TM;16.9;.532;0.4;1.2;.366;4.1;1.0;6.3
291;Daniel Theis;IND;8.0;.250;0.0;1.0;.000;0.0;0.0;2.0
291;Daniel Theis;LAC;17.1;.536;0.4;1.2;.371;4.1;1.0;6.3
292;Jaylen Nowell;2TM;16.5;.436;0.5;2.2;.207;1.8;1.5;6.2
292;Jaylen Nowell;MEM;17.3;.400;0.4;2.6;.174;1.6;1.8;5.7
292;Jaylen Nowell;DET;14.5;.522;0.5;1.5;.333;2.5;0.8;7.5
293;Patrick Beverley;2TM;20.0;.417;0.8;2.5;.337;3.3;2.9;6.2
293;Patrick Beverley;PHI;19.6;.432;0.7;2.3;.321;3.1;3.1;6.3
293;Patrick Beverley;MIL;20.9;.391;1.0;2.8;.361;3.6;2.6;6.0
294;Jae Crowder;MIL;23.1;.422;1.2;3.3;.349;3.2;1.3;6.2
295;Keon Johnson;BRK;12.2;.381;0.8;2.0;.400;1.4;0.6;6.2
296;Haywood Highsmith;MIA;20.7;.465;1.2;2.9;.396;3.2;1.1;6.1
297;Vit Krejci;ATL;24.6;.490;1.3;3.1;.412;2.4;2.3;6.1
298;Kris Murray;POR;21.7;.396;0.8;3.0;.268;3.6;1.3;6.1
299;Ben Simmons;BRK;23.9;.581;0.0;0.0;;7.9;5.7;6.1
300;Zavier Simpson;MEM;23.0;.315;0.7;2.4;.294;2.9;3.6;6.0
301;Tosan Evbuomwan;2TM;21.6;.507;0.7;1.9;.375;3.5;0.9;5.9
301;Tosan Evbuomwan;MEM;18.5;.267;0.5;2.0;.250;3.5;1.5;2.5
301;Tosan Evbuomwan;DET;22.5;.571;0.8;1.8;.417;3.5;0.8;7.0
302;Justin Champagnie;WAS;15.7;.410;0.9;3.0;.289;3.5;1.3;5.9
303;Nick Smith Jr.;CHO;14.3;.391;1.2;2.9;.432;1.4;1.2;5.9
304;Ochai Agbaji;2TM;21.0;.411;0.8;2.7;.294;2.8;1.1;5.8
304;Ochai Agbaji;UTA;19.7;.426;0.9;2.8;.331;2.5;0.9;5.4
304;Ochai Agbaji;TOR;23.6;.391;0.6;2.6;.217;3.3;1.3;6.7
305;Noah Clowney;BRK;16.1;.538;0.5;1.4;.364;3.5;0.8;5.8
306;Dyson Daniels;NOP;22.3;.447;0.7;2.2;.311;3.9;2.7;5.8
307;Danilo Gallinari;3TM;12.9;.437;0.6;1.9;.323;2.2;1.1;5.7
307;Danilo Gallinari;WAS;14.8;.435;0.8;2.5;.313;2.9;1.2;7.0
307;Danilo Gallinari;DET;15.0;.545;1.2;2.0;.583;2.3;2.0;8.7
307;Danilo Gallinari;MIL;9.1;.378;0.2;1.0;.176;1.1;0.7;2.8
308;Thomas Bryant;MIA;11.6;.577;0.1;0.6;.182;3.7;0.6;5.7
309;Torrey Craig;CHI;19.8;.430;1.1;2.9;.392;4.1;1.1;5.7
310;Larry Nance Jr.;NOP;19.9;.573;0.4;1.1;.415;5.0;1.9;5.7
311;Pat Connaughton;MIL;22.1;.435;1.1;3.1;.345;3.1;2.1;5.6
312;Craig Porter Jr.;CLE;12.7;.509;0.2;0.7;.353;2.1;2.3;5.6
313;Mitchell Robinson;NYK;24.8;.575;0.0;0.0;;8.5;0.6;5.6
314;Malachi Flynn;3TM;12.7;.418;0.8;2.4;.331;1.7;1.9;5.5
314;Malachi Flynn;TOR;15.3;.409;0.9;2.6;.350;2.1;2.4;5.1
314;Malachi Flynn;NYK;4.3;.391;0.3;0.9;.308;0.4;0.4;2.2
314;Malachi Flynn;DET;14.3;.430;1.0;3.2;.316;1.8;2.1;8.0
315;Doug McDermott;2TM;14.1;.433;1.5;3.6;.410;0.9;1.1;5.5
315;Doug McDermott;SAS;15.2;.442;1.7;3.8;.439;1.0;1.2;6.0
315;Doug McDermott;IND;11.3;.406;1.0;3.1;.321;0.6;0.7;4.2
316;Dexter Dennis;DAL;7.5;.526;0.3;2.0;.125;2.3;1.0;5.5
317;Gary Payton II;GSW;15.5;.563;0.5;1.3;.364;2.6;1.1;5.5
318;Neemias Queta;BOS;11.9;.644;0.0;0.0;;4.4;0.7;5.5
319;Ricky Council IV;PHI;9.0;.482;0.4;1.0;.375;1.4;0.5;5.4
320;Kris Dunn;UTA;18.9;.470;0.6;1.7;.369;2.9;3.8;5.4
321;Keon Ellis;SAC;17.2;.461;1.2;2.9;.417;2.2;1.5;5.4
322;Cam Reddish;LAL;20.5;.389;0.8;2.3;.336;2.1;1.0;5.4
323;Matt Ryan;NOP;13.9;.434;1.5;3.3;.451;1.4;0.6;5.4
324;Matisse Thybulle;POR;22.9;.397;1.2;3.6;.346;2.1;1.4;5.4
325;Sasha Vezenkov;SAC;12.2;.440;1.1;2.9;.375;2.3;0.5;5.4
326;Dean Wade;CLE;20.5;.414;1.5;3.7;.391;4.0;0.8;5.4
327;Darius Bazley;2TM;16.9;.600;0.2;0.9;.250;3.1;0.8;5.3
327;Darius Bazley;PHI;3.3;.000;0.0;0.0;;0.3;0.7;0.0
327;Darius Bazley;UTA;23.7;.621;0.3;1.3;.250;4.5;0.8;8.0
328;Xavier Tillman Sr.;2TM;18.0;.434;0.4;1.5;.247;3.9;1.4;5.3
328;Xavier Tillman Sr.;MEM;20.6;.408;0.4;1.6;.226;4.6;1.7;6.0
328;Xavier Tillman Sr.;BOS;13.7;.515;0.4;1.4;.286;2.7;1.0;4.0
329;Nicolas Batum;2TM;25.5;.453;1.2;3.1;.395;4.1;2.1;5.3
329;Nicolas Batum;LAC;18.0;.375;0.7;2.3;.286;2.3;1.7;2.7
329;Nicolas Batum;PHI;25.9;.456;1.2;3.1;.399;4.2;2.2;5.5
330;Luke Kornet;BOS;15.6;.700;0.0;0.0;1.000;4.1;1.1;5.3
331;Davion Mitchell;SAC;15.3;.452;0.8;2.2;.361;1.3;1.9;5.3
332;Mason Plumlee;LAC;14.7;.569;0.0;0.1;.000;5.1;1.2;5.3
333;Stanley Umude;DET;12.8;.440;1.0;2.2;.453;2.1;0.5;5.3
334;Aleksej Pokusevski;2TM;14.5;.405;0.6;2.0;.327;3.2;1.3;5.2
334;Aleksej Pokusevski;OKC;6.0;.250;0.2;1.1;.182;1.0;0.5;1.2
334;Aleksej Pokusevski;CHO;19.2;.429;0.9;2.4;.364;4.4;1.7;7.4
335;Bol Bol;PHO;10.9;.616;0.5;1.2;.423;3.2;0.4;5.2
336;Brandon Boston Jr.;LAC;10.8;.404;0.4;1.6;.269;1.6;0.4;5.2
337;Jarred Vanderbilt;LAL;20.0;.518;0.3;0.9;.296;4.8;1.2;5.2
338;Seth Curry;2TM;14.0;.392;0.9;2.5;.352;1.5;1.0;5.1
338;Seth Curry;DAL;12.7;.372;0.8;2.2;.363;1.4;0.8;4.3
338;Seth Curry;CHO;19.9;.441;1.1;3.5;.321;2.0;1.8;9.0
339;Drew Eubanks;PHO;15.6;.601;0.0;0.0;1.000;4.3;0.8;5.1
340;Bryce McGowens;CHO;14.9;.439;0.6;1.7;.333;1.7;0.9;5.1
341;Richaun Holmes;2TM;13.9;.558;0.0;0.1;.333;4.6;0.6;5.0
341;Richaun Holmes;DAL;10.3;.559;0.0;0.0;;3.4;0.7;3.4
341;Richaun Holmes;WAS;18.7;.557;0.1;0.2;.333;6.1;0.6;7.1
342;Monte Morris;2TM;14.4;.405;0.8;2.1;.386;1.7;2.1;5.0
342;Monte Morris;DET;11.3;.364;0.3;1.8;.182;2.0;1.3;4.5
342;Monte Morris;MIN;15.1;.417;0.9;2.2;.424;1.7;2.3;5.1
343;Goga Bitadze;ORL;15.4;.603;0.0;0.2;.143;4.6;1.3;5.0
344;Jevon Carter;CHI;13.9;.378;1.1;3.3;.329;0.8;1.3;5.0
345;Devonte' Graham;SAS;13.6;.352;1.1;3.6;.301;1.6;2.1;5.0
346;Isaiah Livers;DET;20.4;.345;1.0;3.3;.286;2.1;1.1;5.0
347;Kobi Simmons;TOR;16.8;.429;0.5;2.0;.250;1.8;3.0;5.0
348;D.J. Wilson;PHI;7.5;.667;1.0;1.0;1.000;1.0;1.0;5.0
349;Jalen Wilson;BRK;15.4;.425;0.6;1.7;.324;3.0;1.0;5.0
350;Jock Landale;HOU;13.6;.515;0.2;0.7;.250;3.1;1.2;4.9
351;Garrison Mathews;ATL;15.0;.456;1.3;2.9;.440;1.4;0.6;4.9
352;Jared Rhoden;DET;14.4;.500;0.7;1.8;.387;1.9;0.8;4.9
353;Kobe Bufkin;ATL;11.5;.370;0.5;2.4;.225;1.9;1.6;4.8
354;DeJon Jarreau;MEM;16.7;.340;0.4;1.4;.308;4.9;2.9;4.8
355;Eugene Omoruyi;WAS;9.1;.485;0.3;1.1;.283;2.0;0.8;4.8
356;Kenrich Williams;OKC;14.9;.468;0.8;2.0;.397;3.0;1.3;4.7
357;Kenneth Lofton Jr.;3TM;9.5;.462;0.3;1.1;.292;1.8;1.6;4.6
357;Kenneth Lofton Jr.;MEM;6.6;.378;0.2;0.7;.300;1.0;0.9;2.6
357;Kenneth Lofton Jr.;PHI;4.5;.167;0.0;1.0;.000;1.5;0.0;1.0
357;Kenneth Lofton Jr.;UTA;22.8;.600;1.0;3.0;.333;5.0;4.8;13.8
358;Anthony Black;ORL;16.9;.466;0.5;1.4;.394;2.0;1.3;4.6
359;Josh Okogie;PHO;16.0;.417;0.5;1.6;.309;2.6;1.1;4.6
360;Omer Yurtseven;UTA;11.4;.538;0.1;0.5;.208;4.3;0.6;4.6
361;Shake Milton;3TM;12.1;.405;0.4;1.3;.281;1.6;1.3;4.5
361;Shake Milton;MIN;12.9;.400;0.4;1.4;.264;1.3;1.3;4.7
361;Shake Milton;DET;15.8;.423;0.8;2.3;.333;4.5;1.5;6.8
361;Shake Milton;NYK;4.5;.444;0.2;0.3;.500;1.0;0.7;1.8
362;Delon Wright;2TM;15.8;.394;0.5;1.4;.368;1.8;2.5;4.5
362;Delon Wright;WAS;13.8;.393;0.4;1.2;.368;1.8;2.5;4.1
362;Delon Wright;MIA;20.4;.394;0.8;2.1;.367;1.9;2.6;5.4
363;A.J. Green;MIL;11.0;.423;1.2;3.0;.408;1.1;0.5;4.5
364;Kevon Looney;GSW;16.1;.597;0.0;0.0;.000;5.7;1.8;4.5
365;Taze Moore;POR;10.0;.421;0.3;1.8;.143;2.0;1.3;4.5
366;Julian Strawther;DEN;10.9;.369;0.8;2.8;.297;1.2;0.9;4.5
367;Bismack Biyombo;2TM;19.8;.565;0.0;0.0;;5.2;1.3;4.4
367;Bismack Biyombo;MEM;23.9;.563;0.0;0.0;;6.4;1.7;5.2
367;Bismack Biyombo;OKC;7.3;.583;0.0;0.0;;1.8;0.2;1.8
368;Robert Covington;2TM;16.8;.439;0.7;1.9;.339;3.3;0.8;4.4
368;Robert Covington;LAC;23.0;.333;0.7;2.7;.250;2.7;2.3;3.0
368;Robert Covington;PHI;16.1;.449;0.7;1.8;.354;3.4;0.7;4.5
369;Patrick Baldwin Jr.;WAS;13.0;.381;0.8;2.6;.320;3.2;0.8;4.4
370;Mo Bamba;PHI;13.0;.490;0.4;1.1;.391;4.2;0.7;4.4
371;Dominick Barlow;SAS;12.7;.496;0.1;0.3;.333;3.4;1.1;4.4
372;MarJon Beauchamp;MIL;12.7;.488;0.6;1.6;.400;2.1;0.6;4.4
373;Joe Ingles;ORL;17.2;.436;1.0;2.4;.435;2.1;3.0;4.4
374;Maxi Kleber;DAL;20.3;.432;0.7;2.1;.348;3.3;1.6;4.4
375;Jontay Porter;TOR;13.8;.385;0.8;2.3;.333;3.2;2.3;4.4
376;Lester Quinones;GSW;10.6;.397;0.9;2.4;.364;1.9;1.0;4.4
377;Ben Sheppard;IND;14.3;.393;0.9;2.7;.314;1.6;0.9;4.4
378;Blake Wesley;SAS;14.4;.474;0.2;0.9;.218;1.5;2.7;4.4
379;Jeff Dowtin;PHI;11.8;.556;0.8;1.6;.474;1.7;2.3;4.3
380;Jaxson Hayes;LAL;12.5;.720;0.0;0.1;.000;3.0;0.5;4.3
381;Caleb Houstan;ORL;13.8;.388;1.2;3.3;.373;1.4;0.5;4.3
382;John Konchar;MEM;21.3;.423;0.7;2.2;.317;4.7;2.0;4.3
383;Dru Smith;MIA;14.6;.455;0.8;1.9;.412;1.6;1.6;4.3
384;Thaddeus Young;2TM;13.3;.602;0.0;0.2;.143;3.1;1.7;4.2
384;Thaddeus Young;TOR;15.2;.621;0.0;0.3;.167;3.3;2.2;5.0
384;Thaddeus Young;PHO;8.9;.524;0.0;0.1;.000;2.8;0.7;2.3
385;Jacob Gilyard;2TM;17.0;.400;1.2;3.1;.405;1.1;3.3;4.2
385;Jacob Gilyard;MEM;17.7;.417;1.4;3.2;.425;1.2;3.5;4.7
385;Jacob Gilyard;BRK;11.3;.000;0.0;1.5;.000;0.8;1.5;0.0
386;Armoni Brooks;BRK;10.4;.326;1.1;3.2;.344;1.8;0.5;4.2
387;Troy Brown Jr.;2TM;14.0;.372;0.8;2.4;.333;2.4;1.0;4.2
387;Troy Brown Jr.;MIN;11.1;.441;0.8;2.3;.369;1.9;0.9;4.2
387;Troy Brown Jr.;DET;19.0;.296;0.7;2.6;.281;3.3;1.1;4.2
388;Max Christie;LAL;14.1;.427;0.6;1.8;.356;2.1;0.9;4.2
389;Ashton Hagans;POR;16.6;.408;0.4;1.3;.320;2.4;2.8;4.2
390;Danuel House Jr.;PHI;15.0;.448;0.4;1.5;.300;1.7;0.8;4.2
391;Skylar Mays;2TM;11.4;.396;0.4;1.4;.296;1.1;2.2;4.1
391;Skylar Mays;POR;17.0;.384;0.7;2.3;.286;1.8;3.6;6.3
391;Skylar Mays;LAL;4.5;.476;0.1;0.3;.400;0.4;0.6;1.3
392;Sandro Mamukelashvili;SAS;9.8;.471;0.4;1.4;.297;3.2;1.1;4.1
393;Luka Šamanić;UTA;9.4;.380;0.3;1.5;.203;2.4;0.4;4.1
394;Jae'Sean Tate;HOU;15.9;.472;0.4;1.2;.299;3.0;1.0;4.1
395;Patty Mills;2TM;13.0;.351;0.8;2.7;.276;1.1;1.1;4.0
395;Patty Mills;ATL;10.6;.373;0.7;1.8;.382;1.1;0.7;2.7
395;Patty Mills;MIA;16.4;.338;0.8;4.1;.208;1.2;1.5;5.8
396;Izaiah Brockington;NOP;3.0;.400;0.0;1.0;.000;2.0;0.0;4.0
397;Ousmane Dieng;OKC;11.1;.422;0.6;2.1;.300;1.5;1.1;4.0
398;Luka Garza;MIN;4.9;.480;0.4;1.3;.281;1.2;0.2;4.0
399;Mouhamed Gueye;ATL;12.2;.348;0.5;1.5;.333;3.7;0.7;4.0
400;Justin Holiday;DEN;14.9;.454;0.9;2.3;.404;1.2;1.2;4.0
401;Matthew Hurt;MEM;14.1;.353;0.6;2.5;.250;2.0;0.5;4.0
402;JaVale McGee;SAC;7.4;.598;0.0;0.2;.143;2.7;0.4;4.0
403;Svi Mykhailiuk;BOS;10.1;.416;1.0;2.6;.389;1.2;0.9;4.0
404;Rayan Rupert;POR;16.2;.335;0.7;2.0;.359;2.4;1.6;4.0
405;Adama Sanogo;CHI;7.3;.519;0.0;0.0;;4.0;0.0;4.0
406;Jaylin Williams;OKC;13.0;.417;0.8;2.1;.368;3.4;1.6;4.0
407;Jules Bernard;WAS;7.8;.453;0.6;1.5;.379;1.4;0.8;3.9
408;Chris Duarte;SAC;12.2;.381;0.7;2.2;.346;1.8;0.7;3.9
409;DeAndre Jordan;DEN;11.0;.624;0.0;0.0;;4.4;0.7;3.9
410;Sidy Cissoko;SAS;11.8;.485;0.1;1.0;.083;1.8;0.8;3.8
411;Anthony Gill;WAS;9.3;.469;0.2;0.8;.244;1.9;0.7;3.8
412;KJ Martin;2TM;12.4;.536;0.1;0.5;.286;2.2;0.9;3.7
412;KJ Martin;LAC;15.5;.400;0.5;2.5;.200;1.5;0.5;5.0
412;KJ Martin;PHI;12.3;.544;0.1;0.4;.304;2.2;0.9;3.7
413;Keita Bates-Diop;2TM;12.5;.434;0.4;1.3;.304;2.1;0.7;3.7
413;Keita Bates-Diop;PHO;15.3;.427;0.5;1.6;.313;2.6;0.9;4.5
413;Keita Bates-Diop;BRK;4.9;.500;0.1;0.4;.200;0.6;0.3;1.6
414;Oshae Brissett;BOS;11.5;.444;0.3;1.0;.273;2.9;0.8;3.7
415;Jamal Cain;MIA;10.0;.430;0.4;1.2;.355;1.4;0.4;3.7
416;Drew Peterson;BOS;7.7;.667;1.0;1.7;.600;0.3;0.3;3.7
417;T.J. Warren;MIN;11.4;.439;0.2;1.2;.154;2.0;0.8;3.7
418;James Bouknight;CHO;5.8;.439;0.9;2.1;.433;0.6;0.4;3.6
419;Collin Gillespie;DEN;9.4;.464;0.6;1.6;.395;0.9;1.1;3.6
420;Gui Santos;GSW;8.3;.509;0.4;1.2;.370;2.1;0.6;3.6
421;Jarace Walker;IND;10.3;.409;0.7;1.7;.400;1.9;1.2;3.6
422;Lindy Waters III;OKC;7.4;.471;1.0;2.2;.435;1.1;0.6;3.6
423;Théo Maledon;2TM;12.5;.286;0.3;1.8;.167;1.4;1.6;3.5
423;Théo Maledon;CHO;15.4;.288;0.4;2.3;.167;1.8;2.2;4.2
423;Théo Maledon;PHO;3.3;.250;0.0;0.0;;0.3;0.0;1.3
424;Onuralp Bitim;CHI;11.7;.381;0.5;1.9;.273;1.4;0.6;3.5
425;Jordan McLaughlin;MIN;11.2;.483;0.8;1.6;.472;1.3;2.0;3.5
426;Marques Bolden;2TM;11.0;.680;0.0;0.1;.000;3.1;0.4;3.4
426;Marques Bolden;MIL;1.5;;0.0;0.0;;1.0;0.0;0.0
426;Marques Bolden;CHO;13.1;.680;0.0;0.1;.000;3.6;0.4;4.1
427;Ryan Rollins;2TM;6.0;.519;0.2;0.3;.750;1.0;1.1;3.4
427;Ryan Rollins;WAS;6.6;.520;0.2;0.3;.667;1.1;1.1;4.1
427;Ryan Rollins;MIL;4.0;.500;0.3;0.3;1.000;0.7;1.0;1.0
428;Yuta Watanabe;2TM;13.6;.353;0.7;2.5;.294;1.6;0.4;3.4
428;Yuta Watanabe;PHO;13.2;.361;0.8;2.6;.320;1.6;0.3;3.6
428;Yuta Watanabe;MEM;16.4;.316;0.2;2.0;.100;1.8;1.0;2.6
429;Buddy Boeheim;DET;8.4;.310;0.8;2.5;.320;1.0;0.3;3.4
430;Moses Brown;POR;9.1;.508;0.0;0.0;;3.9;0.3;3.4
431;Wenyen Gabriel;MEM;16.2;.364;0.2;1.2;.167;5.0;0.6;3.4
432;Nassir Little;PHO;10.2;.460;0.5;1.6;.300;1.7;0.5;3.4
433;Jalen McDaniels;TOR;10.8;.344;0.2;1.4;.169;1.6;0.7;3.4
434;Jaden Springer;2TM;10.3;.399;0.2;1.0;.208;1.6;0.9;3.3
434;Jaden Springer;PHI;11.8;.390;0.3;1.2;.216;1.8;1.1;4.0
434;Jaden Springer;BOS;7.6;.433;0.1;0.6;.182;1.2;0.5;2.1
435;Charles Bassey;SAS;10.8;.725;0.0;0.1;.000;4.0;1.1;3.3
436;Micah Potter;UTA;11.6;.475;0.6;1.3;.429;2.7;0.4;3.3
437;Dwight Powell;DAL;13.3;.679;0.0;0.0;.333;3.4;1.3;3.3
438;Terquavion Smith;PHI;5.3;.391;0.8;2.2;.371;0.3;0.8;3.3
439;Garrett Temple;TOR;10.7;.372;0.4;1.5;.300;1.7;1.0;3.3
440;Tristan Thompson;CLE;11.2;.608;0.0;0.0;.000;3.6;1.0;3.3
441;Oscar Tshiebwe;IND;5.3;.500;0.0;0.0;;2.0;0.3;3.3
442;Kira Lewis Jr.;3TM;9.5;.370;0.1;1.2;.121;0.9;1.3;3.2
442;Kira Lewis Jr.;NOP;9.6;.308;0.1;1.3;.100;0.9;1.2;2.9
442;Kira Lewis Jr.;TOR;2.0;;0.0;0.0;;0.0;0.0;0.0
442;Kira Lewis Jr.;UTA;9.9;.450;0.2;1.1;.154;1.0;1.6;3.8
443;A.J. Lawson;DAL;7.4;.446;0.3;1.2;.260;1.2;0.5;3.2
444;Boban Marjanović;HOU;5.1;.529;0.0;0.1;.000;2.3;0.4;3.2
445;Zeke Nnaji;DEN;9.9;.463;0.1;0.4;.261;2.2;0.6;3.2
446;Ish Smith;CHO;17.2;.418;0.1;0.2;.500;1.8;3.4;3.2
447;JT Thor;CHO;12.4;.437;0.4;1.3;.346;2.3;0.5;3.2
448;Brandon Williams;DAL;6.6;.370;0.2;0.9;.200;0.8;1.0;3.2
449;Wesley Matthews;ATL;11.5;.351;0.7;1.9;.348;1.5;0.6;3.1
450;Dalen Terry;CHI;11.5;.439;0.3;1.3;.230;1.9;1.4;3.1
451;Gabe Vincent;LAL;19.8;.306;0.3;2.5;.107;0.8;1.9;3.1
452;Mike Muscala;3TM;11.3;.359;0.5;1.8;.292;2.4;0.7;3.0
452;Mike Muscala;WAS;14.1;.367;0.6;2.1;.275;3.1;0.9;4.0
452;Mike Muscala;DET;13.2;.341;1.0;2.6;.382;2.2;0.8;3.5
452;Mike Muscala;OKC;5.7;.364;0.1;0.7;.091;1.3;0.3;1.1
453;Johnny Davis;WAS;12.3;.403;0.3;0.8;.350;1.4;0.6;3.0
454;Saben Lee;PHO;7.7;.364;0.1;0.7;.125;1.3;1.3;3.0
455;Olivier-Maxence Prosper;DAL;8.4;.385;0.3;1.1;.289;2.0;0.6;3.0
456;Trevelin Queen;ORL;11.8;.368;0.2;1.2;.176;1.4;1.3;2.9
457;Jeremiah Robinson-Earl;NOP;8.6;.474;0.3;1.0;.333;1.9;0.5;2.9
458;Jeenathan Williams;HOU;5.9;.540;0.1;0.2;.400;1.0;0.3;2.9
459;D.J. Carton;TOR;9.0;.375;0.3;1.0;.250;1.0;0.8;2.8
460;Henri Drell;CHI;7.5;.400;0.5;1.5;.333;1.0;1.0;2.8
461;Orlando Robinson;MIA;8.4;.500;0.2;0.4;.533;2.3;0.9;2.8
462;Emoni Bates;CLE;8.9;.306;0.7;2.2;.303;0.9;0.7;2.7
463;Leaky Black;CHO;10.9;.481;0.3;0.8;.450;1.8;0.9;2.7
464;Damian Jones;CLE;6.9;.597;0.1;0.4;.214;1.6;0.4;2.7
465;Malik Williams;TOR;15.3;.265;0.1;0.7;.200;5.4;0.3;2.7
466;Timmy Allen;MEM;25.0;.261;0.0;1.4;.000;3.4;1.0;2.6
